Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
CDS,cde_fo,GBPINR,3523,OPTCUR,PE,110,GBPINR,GBPINR26SEP24P110,GBPINR 26th SEP 110 PE,2024-09-26,1,0.0025
CDS,cde_fo,EURUSD,3524,OPTCUR,PE,1.09,EURUSD,EURUSD27DEC24P1.09,EURUSD 27th DEC 1.09 PE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3525,OPTCUR,CE,1.095,EURUSD,EURUSD27DEC24C1.095,EURUSD 27th DEC 1.095 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURINR,3526,OPTCUR,PE,87.75,EURINR,EURINR26SEP24P87.75,EURINR 26th SEP 87.75 PE,2024-09-26,1,0.0025
CDS,cde_fo,GBPINR,3527,OPTCUR,CE,108.5,GBPINR,GBPINR26JUN24C108.5,GBPINR JUN 108.5 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3528,OPTCUR,PE,108.5,GBPINR,GBPINR26JUN24P108.5,GBPINR JUN 108.5 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,3529,OPTCUR,CE,88,EURINR,EURINR26SEP24C88,EURINR 26th SEP 88 CE,2024-09-26,1,0.0025
CDS,cde_fo,USDINR,3530,OPTCUR,CE,80.25,USDINR,USDINR28MAR24C80.25,USDINR 28th MAR 80.25 CE,2024-03-28,1,0.0025
CDS,cde_fo,EURINR,3531,OPTCUR,PE,88,EURINR,EURINR26SEP24P88,EURINR 26th SEP 88 PE,2024-09-26,1,0.0025
CDS,cde_fo,EURUSD,3532,OPTCUR,PE,1.095,EURUSD,EURUSD27DEC24P1.095,EURUSD 27th DEC 1.095 PE,2024-12-27,1,0.0001
CDS,cde_fo,EURINR,3533,OPTCUR,CE,90.25,EURINR,EURINR22MAR24C90.25,EURINR 22nd MAR 90.25 CE,2024-03-22,1,0.0025
CDS,cde_fo,EURINR,3534,OPTCUR,PE,90.25,EURINR,EURINR22MAR24P90.25,EURINR 22nd MAR 90.25 PE,2024-03-22,1,0.0025
CDS,cde_fo,USDINR,3535,OPTCUR,PE,80.25,USDINR,USDINR28MAR24P80.25,USDINR 28th MAR 80.25 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDJPY,3536,OPTCUR,CE,145,USDJPY,USDJPY26MAR24C145,USDJPY 26th MAR 145 CE,2024-03-26,1,0.01
CDS,cde_fo,EURUSD,3537,OPTCUR,CE,1.1,EURUSD,EURUSD27DEC24C1.1,EURUSD 27th DEC 1.1 CE,2024-12-27,1,0.0001
CDS,cde_fo,USDINR,3538,OPTCUR,CE,80.5,USDINR,USDINR28MAR24C80.5,USDINR 28th MAR 80.5 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDJPY,3539,OPTCUR,PE,145,USDJPY,USDJPY26MAR24P145,USDJPY 26th MAR 145 PE,2024-03-26,1,0.01
CDS,cde_fo,GBPINR,3541,OPTCUR,CE,108.75,GBPINR,GBPINR26JUN24C108.75,GBPINR JUN 108.75 CE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,3542,OPTCUR,PE,86,EURINR,EURINR16FEB24P86,EURINR 16th FEB 86 PE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,3543,OPTCUR,CE,86.25,EURINR,EURINR16FEB24C86.25,EURINR 16th FEB 86.25 CE,2024-02-16,1,0.0025
CDS,cde_fo,GBPINR,3544,OPTCUR,PE,108.75,GBPINR,GBPINR26JUN24P108.75,GBPINR JUN 108.75 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,3545,OPTCUR,PE,86.25,EURINR,EURINR16FEB24P86.25,EURINR 16th FEB 86.25 PE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,3546,OPTCUR,CE,86.5,EURINR,EURINR16FEB24C86.5,EURINR 16th FEB 86.5 CE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,3547,OPTCUR,PE,86.5,EURINR,EURINR16FEB24P86.5,EURINR 16th FEB 86.5 PE,2024-02-16,1,0.0025
CDS,cde_fo,GBPINR,3548,OPTCUR,CE,109,GBPINR,GBPINR26JUN24C109,GBPINR JUN 109 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3549,OPTCUR,PE,109,GBPINR,GBPINR26JUN24P109,GBPINR JUN 109 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,3550,OPTCUR,CE,86.75,EURINR,EURINR16FEB24C86.75,EURINR 16th FEB 86.75 CE,2024-02-16,1,0.0025
CDS,cde_fo,GBPINR,3551,OPTCUR,CE,109.25,GBPINR,GBPINR26JUN24C109.25,GBPINR JUN 109.25 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3552,OPTCUR,PE,109.25,GBPINR,GBPINR26JUN24P109.25,GBPINR JUN 109.25 PE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3554,OPTCUR,CE,109.5,GBPINR,GBPINR26JUN24C109.5,GBPINR JUN 109.5 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3555,OPTCUR,PE,109.5,GBPINR,GBPINR26JUN24P109.5,GBPINR JUN 109.5 PE,2024-06-26,1,0.0025
CDS,cde_fo,USDINR,3556,OPTCUR,PE,80.5,USDINR,USDINR28MAR24P80.5,USDINR 28th MAR 80.5 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3557,OPTCUR,CE,80.75,USDINR,USDINR28MAR24C80.75,USDINR 28th MAR 80.75 CE,2024-03-28,1,0.0025
CDS,cde_fo,EURINR,3558,OPTCUR,CE,88.25,EURINR,EURINR26SEP24C88.25,EURINR 26th SEP 88.25 CE,2024-09-26,1,0.0025
CDS,cde_fo,EURINR,3559,OPTCUR,PE,86.75,EURINR,EURINR16FEB24P86.75,EURINR 16th FEB 86.75 PE,2024-02-16,1,0.0025
CDS,cde_fo,EURUSD,3560,OPTCUR,PE,1.1,EURUSD,EURUSD27DEC24P1.1,EURUSD 27th DEC 1.1 PE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3561,OPTCUR,CE,1.105,EURUSD,EURUSD27DEC24C1.105,EURUSD 27th DEC 1.105 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURINR,3562,OPTCUR,PE,96.75,EURINR,EURINR26JUN24P96.75,EURINR JUN 96.75 PE,2024-06-26,1,0.0025
CDS,cde_fo,USDINR,3563,OPTCUR,PE,80.75,USDINR,USDINR28MAR24P80.75,USDINR 28th MAR 80.75 PE,2024-03-28,1,0.0025
CDS,cde_fo,GBPINR,3564,OPTCUR,CE,109.75,GBPINR,GBPINR26JUN24C109.75,GBPINR JUN 109.75 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3565,OPTCUR,PE,109.75,GBPINR,GBPINR26JUN24P109.75,GBPINR JUN 109.75 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURUSD,3566,OPTCUR,PE,1.105,EURUSD,EURUSD27DEC24P1.105,EURUSD 27th DEC 1.105 PE,2024-12-27,1,0.0001
CDS,cde_fo,USDINR,3567,OPTCUR,CE,81,USDINR,USDINR28MAR24C81,USDINR 28th MAR 81 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3568,OPTCUR,PE,81,USDINR,USDINR28MAR24P81,USDINR 28th MAR 81 PE,2024-03-28,1,0.0025
CDS,cde_fo,GBPINR,3569,OPTCUR,CE,110,GBPINR,GBPINR26JUN24C110,GBPINR JUN 110 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3570,OPTCUR,PE,110,GBPINR,GBPINR26JUN24P110,GBPINR JUN 110 PE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3571,OPTCUR,CE,110.25,GBPINR,GBPINR26JUN24C110.25,GBPINR JUN 110.25 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3572,OPTCUR,PE,110.25,GBPINR,GBPINR26JUN24P110.25,GBPINR JUN 110.25 PE,2024-06-26,1,0.0025
CDS,cde_fo,GBPUSD,3573,OPTCUR,CE,1.15,GBPUSD,GBPUSD26JUN24C1.15,GBPUSD JUN 1.15 CE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3574,OPTCUR,CE,87,EURINR,EURINR16FEB24C87,EURINR 16th FEB 87 CE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,3575,OPTCUR,CE,84,EURINR,EURINR27FEB24C84,EURINR FEB 84 CE,2024-02-27,1,0.0025
CDS,cde_fo,EURINR,3576,OPTCUR,PE,84,EURINR,EURINR27FEB24P84,EURINR FEB 84 PE,2024-02-27,1,0.0025
CDS,cde_fo,GBPUSD,3577,OPTCUR,PE,1.15,GBPUSD,GBPUSD26JUN24P1.15,GBPUSD JUN 1.15 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPINR,3578,OPTCUR,CE,99,GBPINR,GBPINR16FEB24C99,GBPINR 16th FEB 99 CE,2024-02-16,1,0.0025
CDS,cde_fo,GBPINR,3579,OPTCUR,PE,99,GBPINR,GBPINR16FEB24P99,GBPINR 16th FEB 99 PE,2024-02-16,1,0.0025
CDS,cde_fo,GBPUSD,3580,OPTCUR,CE,1.155,GBPUSD,GBPUSD26JUN24C1.155,GBPUSD JUN 1.155 CE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3581,OPTCUR,CE,91.75,EURINR,EURINR01MAR24C91.75,EURINR 1st MAR 91.75 CE,2024-03-01,1,0.0025
CDS,cde_fo,EURINR,3582,OPTCUR,PE,91.75,EURINR,EURINR01MAR24P91.75,EURINR 1st MAR 91.75 PE,2024-03-01,1,0.0025
CDS,cde_fo,GBPUSD,3583,OPTCUR,PE,1.155,GBPUSD,GBPUSD26JUN24P1.155,GBPUSD JUN 1.155 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3584,OPTCUR,CE,1.16,GBPUSD,GBPUSD26JUN24C1.16,GBPUSD JUN 1.16 CE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3585,OPTCUR,PE,1.16,GBPUSD,GBPUSD26JUN24P1.16,GBPUSD JUN 1.16 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3586,OPTCUR,CE,1.165,GBPUSD,GBPUSD26JUN24C1.165,GBPUSD JUN 1.165 CE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3587,OPTCUR,PE,1.165,GBPUSD,GBPUSD26JUN24P1.165,GBPUSD JUN 1.165 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3588,OPTCUR,CE,1.17,GBPUSD,GBPUSD26JUN24C1.17,GBPUSD JUN 1.17 CE,2024-06-26,1,0.0001
CDS,cde_fo,EURUSD,3589,OPTCUR,CE,1.22,EURUSD,EURUSD26JUN24C1.22,EURUSD JUN 1.22 CE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3590,OPTCUR,PE,87,EURINR,EURINR16FEB24P87,EURINR 16th FEB 87 PE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,3591,OPTCUR,CE,87.25,EURINR,EURINR16FEB24C87.25,EURINR 16th FEB 87.25 CE,2024-02-16,1,0.0025
CDS,cde_fo,EURUSD,3592,OPTCUR,PE,1.22,EURUSD,EURUSD26JUN24P1.22,EURUSD JUN 1.22 PE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3593,OPTCUR,CE,92,EURINR,EURINR01MAR24C92,EURINR 1st MAR 92 CE,2024-03-01,1,0.0025
CDS,cde_fo,GBPUSD,3594,OPTCUR,PE,1.17,GBPUSD,GBPUSD26JUN24P1.17,GBPUSD JUN 1.17 PE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3595,OPTCUR,PE,92,EURINR,EURINR15MAR24P92,EURINR 15th MAR 92 PE,2024-03-15,1,0.0025
CDS,cde_fo,EURINR,3596,OPTCUR,CE,92.25,EURINR,EURINR15MAR24C92.25,EURINR 15th MAR 92.25 CE,2024-03-15,1,0.0025
CDS,cde_fo,USDJPY,3597,OPTCUR,CE,156,USDJPY,USDJPY26MAR24C156,USDJPY 26th MAR 156 CE,2024-03-26,1,0.01
CDS,cde_fo,GBPUSD,3598,OPTCUR,CE,1.175,GBPUSD,GBPUSD26JUN24C1.175,GBPUSD JUN 1.175 CE,2024-06-26,1,0.0001
CDS,cde_fo,USDJPY,3599,OPTCUR,PE,156,USDJPY,USDJPY26MAR24P156,USDJPY 26th MAR 156 PE,2024-03-26,1,0.01
CDS,cde_fo,GBPUSD,3600,OPTCUR,PE,1.175,GBPUSD,GBPUSD26JUN24P1.175,GBPUSD JUN 1.175 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3601,OPTCUR,CE,1.18,GBPUSD,GBPUSD26JUN24C1.18,GBPUSD JUN 1.18 CE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3602,OPTCUR,PE,92.5,EURINR,EURINR12APR24P92.5,EURINR 12th APR 92.5 PE,2024-04-12,1,0.0025
CDS,cde_fo,EURINR,3603,OPTCUR,PE,92,EURINR,EURINR01MAR24P92,EURINR 1st MAR 92 PE,2024-03-01,1,0.0025
CDS,cde_fo,GBPUSD,3604,OPTCUR,PE,1.18,GBPUSD,GBPUSD26JUN24P1.18,GBPUSD JUN 1.18 PE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3605,OPTCUR,CE,92.75,EURINR,EURINR12APR24C92.75,EURINR 12th APR 92.75 CE,2024-04-12,1,0.0025
CDS,cde_fo,GBPUSD,3606,OPTCUR,CE,1.185,GBPUSD,GBPUSD26JUN24C1.185,GBPUSD JUN 1.185 CE,2024-06-26,1,0.0001
CDS,cde_fo,USDJPY,3607,OPTCUR,CE,156,USDJPY,USDJPY26JUN24C156,USDJPY JUN 156 CE,2024-06-26,1,0.01
CDS,cde_fo,JPYINR,3608,OPTCUR,CE,56.5,JPYINR,JPYINR07MAR24C56.5,JPYINR 7th MAR 56.5 CE,2024-03-07,1,0.0025
CDS,cde_fo,EURUSD,3609,OPTCUR,CE,1.11,EURUSD,EURUSD27DEC24C1.11,EURUSD 27th DEC 1.11 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3610,OPTCUR,PE,0.955,EURUSD,EURUSD26JUN24P0.955,EURUSD JUN 0.955 PE,2024-06-26,1,0.0001
CDS,cde_fo,EURUSD,3611,OPTCUR,PE,1.11,EURUSD,EURUSD27DEC24P1.11,EURUSD 27th DEC 1.11 PE,2024-12-27,1,0.0001
CDS,cde_fo,GBPUSD,3612,OPTCUR,PE,1.185,GBPUSD,GBPUSD26JUN24P1.185,GBPUSD JUN 1.185 PE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3613,OPTCUR,CE,92.25,EURINR,EURINR01MAR24C92.25,EURINR 1st MAR 92.25 CE,2024-03-01,1,0.0025
CDS,cde_fo,EURINR,3614,OPTCUR,PE,87.25,EURINR,EURINR16FEB24P87.25,EURINR 16th FEB 87.25 PE,2024-02-16,1,0.0025
CDS,cde_fo,EURUSD,3615,OPTCUR,CE,1.115,EURUSD,EURUSD27DEC24C1.115,EURUSD 27th DEC 1.115 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3616,OPTCUR,PE,1.115,EURUSD,EURUSD27DEC24P1.115,EURUSD 27th DEC 1.115 PE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3617,OPTCUR,CE,1.12,EURUSD,EURUSD27DEC24C1.12,EURUSD 27th DEC 1.12 CE,2024-12-27,1,0.0001
CDS,cde_fo,GBPUSD,3618,OPTCUR,CE,1.19,GBPUSD,GBPUSD26JUN24C1.19,GBPUSD JUN 1.19 CE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3619,OPTCUR,PE,1.19,GBPUSD,GBPUSD26JUN24P1.19,GBPUSD JUN 1.19 PE,2024-06-26,1,0.0001
CDS,cde_fo,JPYINR,3620,OPTCUR,PE,56.5,JPYINR,JPYINR07MAR24P56.5,JPYINR 7th MAR 56.5 PE,2024-03-07,1,0.0025
CDS,cde_fo,EURINR,3621,OPTCUR,CE,87.5,EURINR,EURINR16FEB24C87.5,EURINR 16th FEB 87.5 CE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,3622,OPTCUR,CE,90.5,EURINR,EURINR22MAR24C90.5,EURINR 22nd MAR 90.5 CE,2024-03-22,1,0.0025
CDS,cde_fo,EURINR,3623,OPTCUR,PE,90.5,EURINR,EURINR22MAR24P90.5,EURINR 22nd MAR 90.5 PE,2024-03-22,1,0.0025
CDS,cde_fo,USDINR,3625,OPTCUR,CE,81.25,USDINR,USDINR28MAR24C81.25,USDINR 28th MAR 81.25 CE,2024-03-28,1,0.0025
CDS,cde_fo,JPYINR,3626,OPTCUR,CE,56.75,JPYINR,JPYINR07MAR24C56.75,JPYINR 7th MAR 56.75 CE,2024-03-07,1,0.0025
CDS,cde_fo,USDJPY,3627,OPTCUR,PE,156,USDJPY,USDJPY26JUN24P156,USDJPY JUN 156 PE,2024-06-26,1,0.01
CDS,cde_fo,JPYINR,3628,OPTCUR,PE,56.75,JPYINR,JPYINR07MAR24P56.75,JPYINR 7th MAR 56.75 PE,2024-03-07,1,0.0025
CDS,cde_fo,USDINR,3629,OPTCUR,PE,81.25,USDINR,USDINR28MAR24P81.25,USDINR 28th MAR 81.25 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3630,OPTCUR,CE,81.5,USDINR,USDINR28MAR24C81.5,USDINR 28th MAR 81.5 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3631,OPTCUR,PE,81.5,USDINR,USDINR28MAR24P81.5,USDINR 28th MAR 81.5 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3632,OPTCUR,CE,81.75,USDINR,USDINR28MAR24C81.75,USDINR 28th MAR 81.75 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3633,OPTCUR,PE,81.75,USDINR,USDINR28MAR24P81.75,USDINR 28th MAR 81.75 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3634,OPTCUR,CE,82,USDINR,USDINR28MAR24C82,USDINR 28th MAR 82 CE,2024-03-28,1,0.0025
CDS,cde_fo,EURUSD,3635,OPTCUR,PE,1.12,EURUSD,EURUSD27DEC24P1.12,EURUSD 27th DEC 1.12 PE,2024-12-27,1,0.0001
CDS,cde_fo,USDINR,3637,OPTCUR,PE,82,USDINR,USDINR28MAR24P82,USDINR 28th MAR 82 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3638,OPTCUR,CE,82.25,USDINR,USDINR28MAR24C82.25,USDINR 28th MAR 82.25 CE,2024-03-28,1,0.0025
CDS,cde_fo,JPYINR,3640,OPTCUR,CE,57,JPYINR,JPYINR07MAR24C57,JPYINR 7th MAR 57 CE,2024-03-07,1,0.0025
CDS,cde_fo,USDINR,3641,OPTCUR,PE,82.25,USDINR,USDINR28MAR24P82.25,USDINR 28th MAR 82.25 PE,2024-03-28,1,0.0025
CDS,cde_fo,JPYINR,3642,OPTCUR,PE,57,JPYINR,JPYINR07MAR24P57,JPYINR 7th MAR 57 PE,2024-03-07,1,0.0025
CDS,cde_fo,USDINR,3643,OPTCUR,CE,82.375,USDINR,USDINR28MAR24C82.375,USDINR 28th MAR 82.375 CE,2024-03-28,1,0.0025
CDS,cde_fo,EURUSD,3644,OPTCUR,CE,1.125,EURUSD,EURUSD27DEC24C1.125,EURUSD 27th DEC 1.125 CE,2024-12-27,1,0.0001
CDS,cde_fo,USDINR,3645,OPTCUR,PE,82.375,USDINR,USDINR28MAR24P82.375,USDINR 28th MAR 82.375 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3646,OPTCUR,CE,82.5,USDINR,USDINR28MAR24C82.5,USDINR 28th MAR 82.5 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3647,OPTCUR,PE,82.5,USDINR,USDINR28MAR24P82.5,USDINR 28th MAR 82.5 PE,2024-03-28,1,0.0025
CDS,cde_fo,GBPUSD,3648,OPTCUR,CE,1.195,GBPUSD,GBPUSD26JUN24C1.195,GBPUSD JUN 1.195 CE,2024-06-26,1,0.0001
CDS,cde_fo,USDINR,3649,OPTCUR,CE,82.625,USDINR,USDINR28MAR24C82.625,USDINR 28th MAR 82.625 CE,2024-03-28,1,0.0025
CDS,cde_fo,EURINR,3650,OPTCUR,PE,92.75,EURINR,EURINR12APR24P92.75,EURINR 12th APR 92.75 PE,2024-04-12,1,0.0025
CDS,cde_fo,GBPUSD,3651,OPTCUR,PE,1.195,GBPUSD,GBPUSD26JUN24P1.195,GBPUSD JUN 1.195 PE,2024-06-26,1,0.0001
CDS,cde_fo,EURINR,3652,OPTCUR,CE,93,EURINR,EURINR12APR24C93,EURINR 12th APR 93 CE,2024-04-12,1,0.0025
CDS,cde_fo,EURINR,3653,OPTCUR,PE,92.25,EURINR,EURINR15MAR24P92.25,EURINR 15th MAR 92.25 PE,2024-03-15,1,0.0025
CDS,cde_fo,EURINR,3654,OPTCUR,CE,92.5,EURINR,EURINR15MAR24C92.5,EURINR 15th MAR 92.5 CE,2024-03-15,1,0.0025
CDS,cde_fo,GBPUSD,3655,OPTCUR,CE,1.2,GBPUSD,GBPUSD26JUN24C1.2,GBPUSD JUN 1.2 CE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3656,OPTCUR,PE,1.2,GBPUSD,GBPUSD26JUN24P1.2,GBPUSD JUN 1.2 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3658,OPTCUR,CE,1.205,GBPUSD,GBPUSD26JUN24C1.205,GBPUSD JUN 1.205 CE,2024-06-26,1,0.0001
CDS,cde_fo,EURUSD,3662,OPTCUR,PE,1.125,EURUSD,EURUSD27DEC24P1.125,EURUSD 27th DEC 1.125 PE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3663,OPTCUR,CE,1.13,EURUSD,EURUSD27DEC24C1.13,EURUSD 27th DEC 1.13 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3665,OPTCUR,PE,1.13,EURUSD,EURUSD27DEC24P1.13,EURUSD 27th DEC 1.13 PE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3666,OPTCUR,CE,1.135,EURUSD,EURUSD27DEC24C1.135,EURUSD 27th DEC 1.135 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3668,OPTCUR,PE,1.135,EURUSD,EURUSD27DEC24P1.135,EURUSD 27th DEC 1.135 PE,2024-12-27,1,0.0001
CDS,cde_fo,USDINR,3669,OPTCUR,PE,82.625,USDINR,USDINR28MAR24P82.625,USDINR 28th MAR 82.625 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3670,OPTCUR,CE,82.75,USDINR,USDINR28MAR24C82.75,USDINR 28th MAR 82.75 CE,2024-03-28,1,0.0025
CDS,cde_fo,EURUSD,3671,OPTCUR,CE,1.14,EURUSD,EURUSD27DEC24C1.14,EURUSD 27th DEC 1.14 CE,2024-12-27,1,0.0001
CDS,cde_fo,EURUSD,3672,OPTCUR,PE,1.14,EURUSD,EURUSD27DEC24P1.14,EURUSD 27th DEC 1.14 PE,2024-12-27,1,0.0001
CDS,cde_fo,USDINR,3673,OPTCUR,PE,82.75,USDINR,USDINR28MAR24P82.75,USDINR 28th MAR 82.75 PE,2024-03-28,1,0.0025
CDS,cde_fo,GBPUSD,3674,OPTCUR,PE,1.205,GBPUSD,GBPUSD26JUN24P1.205,GBPUSD JUN 1.205 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3675,OPTCUR,CE,1.21,GBPUSD,GBPUSD26JUN24C1.21,GBPUSD JUN 1.21 CE,2024-06-26,1,0.0001
CDS,cde_fo,GBPINR,3676,OPTCUR,CE,94.5,GBPINR,GBPINR26MAR24C94.5,GBPINR 26th MAR 94.5 CE,2024-03-26,1,0.0025
CDS,cde_fo,GBPINR,3677,OPTCUR,PE,94.5,GBPINR,GBPINR26MAR24P94.5,GBPINR 26th MAR 94.5 PE,2024-03-26,1,0.0025
CDS,cde_fo,GBPUSD,3678,OPTCUR,PE,1.21,GBPUSD,GBPUSD26JUN24P1.21,GBPUSD JUN 1.21 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPUSD,3679,OPTCUR,CE,1.215,GBPUSD,GBPUSD26JUN24C1.215,GBPUSD JUN 1.215 CE,2024-06-26,1,0.0001
CDS,cde_fo,GBPINR,3680,OPTCUR,CE,94.75,GBPINR,GBPINR26MAR24C94.75,GBPINR 26th MAR 94.75 CE,2024-03-26,1,0.0025
CDS,cde_fo,GBPINR,3681,OPTCUR,PE,94.75,GBPINR,GBPINR26MAR24P94.75,GBPINR 26th MAR 94.75 PE,2024-03-26,1,0.0025
CDS,cde_fo,USDINR,3682,OPTCUR,CE,82.875,USDINR,USDINR28MAR24C82.875,USDINR 28th MAR 82.875 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3683,OPTCUR,PE,82.875,USDINR,USDINR28MAR24P82.875,USDINR 28th MAR 82.875 PE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3688,OPTCUR,CE,83,USDINR,USDINR28MAR24C83,USDINR 28th MAR 83 CE,2024-03-28,1,0.0025
CDS,cde_fo,USDINR,3689,OPTCUR,PE,83,USDINR,USDINR28MAR24P83,USDINR 28th MAR 83 PE,2024-03-28,1,0.0025
CDS,cde_fo,GBPUSD,3690,OPTCUR,PE,1.215,GBPUSD,GBPUSD26JUN24P1.215,GBPUSD JUN 1.215 PE,2024-06-26,1,0.0001
CDS,cde_fo,GBPINR,3691,OPTCUR,CE,94.5,GBPINR,GBPINR26JUN24C94.5,GBPINR JUN 94.5 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3692,OPTCUR,PE,94.5,GBPINR,GBPINR26JUN24P94.5,GBPINR JUN 94.5 PE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3693,OPTCUR,CE,94.75,GBPINR,GBPINR26JUN24C94.75,GBPINR JUN 94.75 CE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3694,OPTCUR,PE,94.75,GBPINR,GBPINR26JUN24P94.75,GBPINR JUN 94.75 PE,2024-06-26,1,0.0025
CDS,cde_fo,GBPINR,3695,OPTCUR,CE,94.5,GBPINR,GBPINR26SEP24C94.5,GBPINR 26th SEP 94.5 CE,2024-09-26,1,0.0025
CDS,cde_fo,GBPINR,3696,OPTCUR,PE,94.5,GBPINR,GBPINR26SEP24P94.5,GBPINR 26th SEP 94.5 PE,2024-09-26,1,0.0025
CDS,cde_fo,GBPINR,3697,OPTCUR,CE,94.75,GBPINR,GBPINR26SEP24C94.75,GBPINR 26th SEP 94.75 CE,2024-09-26,1,0.0025
CDS,cde_fo,GBPINR,3698,OPTCUR,PE,94.75,GBPINR,GBPINR26SEP24P94.75,GBPINR 26th SEP 94.75 PE,2024-09-26,1,0.0025
CDS,cde_fo,GBPUSD,3699,OPTCUR,CE,1.22,GBPUSD,GBPUSD26JUN24C1.22,GBPUSD JUN 1.22 CE,2024-06-26,1,0.0001
CDS,cde_fo,JPYINR,3701,OPTCUR,CE,50.75,JPYINR,JPYINR22MAR24C50.75,JPYINR 22nd MAR 50.75 CE,2024-03-22,1,0.0025
CDS,cde_fo,JPYINR,3702,OPTCUR,PE,50.75,JPYINR,JPYINR22MAR24P50.75,JPYINR 22nd MAR 50.75 PE,2024-03-22,1,0.0025
CDS,cde_fo,GBPUSD,3703,OPTCUR,PE,1.22,GBPUSD,GBPUSD26JUN24P1.22,GBPUSD JUN 1.22 PE,2024-06-26,1,0.0001
